temperature,humidity,oil_level,gas_value,fault_class
32.43,68.72,4.61,676.03,3
25.32,84.99,18.39,250.6,2
25.59,45.52,15.29,1291.26,0
26.58,59.51,3.39,1112.62,0
28.01,76.08,6.64,1881.94,4
20.1,82.91,17.44,1800.79,4
34.83,33.3,19.63,617.88,0
22.98,64.57,9.89,998.7,0
31.77,46.84,14.93,1829.45,4
31.74,68.41,18.78,279.44,0
20.81,66.01,24.12,1103.93,0
20.21,68.23,10.82,1303.98,0
22.06,52.38,12.42,1536.22,4
38.57,75.48,16.7,75.64,0
20.17,50.94,12.53,1697.07,4
27.09,81.41,13.94,781.58,2
31.18,60.02,20.01,376.41,0
30.53,57.6,4.2,803.77,3
35.91,36.46,17.89,292.29,1
22.32,67.69,14.74,277.43,0
26.1,38.47,3.19,1411.08,0
26.51,31.75,16.12,823.28,0
38.76,62.76,24.19,301.63,1
27.73,49.51,14.2,1185.94,0
38.59,64.64,3.56,1496.78,0
32.79,41.72,18.6,194.22,0
38.39,37.77,3.3,1627.94,4
22.73,69.53,13.56,1153.42,0
27.31,39.16,8.46,1570.91,4
23.98,32.22,13.85,616.07,0
37.16,42.02,22.32,1846.18,4
35.78,72.05,6.3,1607.6,4
24.39,54.13,17.59,1161.73,0
21.17,44.49,8.48,941.15,0
31.55,83.29,10.22,335.02,2
24.04,63.33,6.53,1823.67,4
22.49,71.81,3.91,1005.53,0
34.93,31.91,12.32,626.98,0
34.54,68.74,11.69,1279.29,0
34.17,68.93,13.66,1426.19,0
36.92,52.92,20.25,1475.86,0
38.92,78.24,16.44,1643.18,4
30.3,51.66,8.57,1422.72,0
28.23,49.61,6.29,1369.14,0
35.59,61.82,19.74,69.28,1
24.58,74.16,9.87,1774.06,4
26.86,32.76,7.24,1476.8,0
29.08,47.98,15.18,1019.14,0
30.78,58.03,24.62,1166.35,0
31.94,77.12,12.97,1552.24,4
24.62,42.81,18.74,627.62,0
21.68,67.75,12.72,1851.12,4
24.08,51.42,22.24,674.04,0
20.27,70.79,14.85,917.24,0
24.24,39.22,6.56,1907.71,4
33.0,43.39,21.08,1859.02,4
38.84,38.64,10.9,908.89,1
23.15,66.41,16.41,386.51,0
27.87,38.96,23.3,1398.54,0
38.02,43.14,13.94,1756.13,4
27.06,41.81,3.5,159.45,3
31.96,35.07,13.7,1570.88,4
25.19,42.73,23.76,522.17,0
21.75,62.6,20.31,358.04,0
25.56,48.9,9.03,1578.45,4
39.3,41.07,9.33,1563.47,4
32.87,53.41,7.34,601.93,0
33.6,38.27,15.58,1067.36,0
36.78,53.96,12.28,1343.79,0
33.61,65.84,17.88,1168.78,0
34.11,68.39,21.82,269.89,0
38.91,58.64,19.94,650.91,1
38.38,41.49,14.13,392.96,1
26.77,33.06,7.18,1830.42,4
27.65,64.3,11.56,457.17,0
24.64,63.26,13.65,69.55,0
27.35,36.82,19.62,1207.75,0
23.33,53.28,5.36,1161.43,0
34.8,66.36,8.12,1034.38,0
24.64,76.46,21.27,649.63,2
24.93,50.08,7.5,1379.11,0
24.27,30.16,10.35,400.71,0
38.54,59.81,20.0,652.39,1
25.83,49.57,11.85,1572.92,4
39.93,72.22,16.68,508.89,1
28.99,56.74,6.49,1049.91,0
30.95,81.1,18.37,1684.67,4
22.82,42.01,22.91,863.77,0
30.33,34.72,10.83,297.13,0
28.36,36.05,6.97,1931.12,4
36.28,74.87,15.46,1089.8,0
23.3,31.36,18.78,1334.4,0
34.38,51.92,24.06,593.96,0
21.34,55.53,11.09,1617.07,4
26.21,82.07,4.03,857.4,0
37.72,54.89,7.99,1939.45,4
21.21,31.71,22.46,1769.84,4
23.98,53.96,11.68,962.85,0
31.04,39.55,17.19,1402.32,0
38.42,61.72,11.53,1226.59,0
26.81,78.31,24.76,687.13,2
23.68,50.33,11.99,34.42,0
30.21,76.19,11.04,991.03,2
26.92,75.91,18.29,1333.26,0
23.45,41.35,20.42,349.99,0
39.8,54.06,19.59,1377.53,0
24.57,65.23,17.98,901.02,0
20.09,55.97,11.91,1545.73,4
35.89,37.34,15.43,1820.68,4
29.39,53.05,5.22,683.08,0
38.37,52.09,8.44,1213.11,0
30.95,51.44,14.72,1921.69,4
31.43,53.15,21.76,1483.35,0
22.4,70.05,12.22,76.37,0
22.17,37.68,11.98,164.17,0
28.11,69.09,14.87,1427.43,0
21.16,40.8,8.95,1470.81,0
20.35,60.76,14.34,1185.03,0
32.23,84.82,8.7,1380.2,0
24.07,51.29,3.7,1392.8,0
31.73,83.73,7.19,702.7,2
29.43,38.62,14.2,264.98,0
23.07,36.06,23.2,1424.35,0
30.77,50.95,8.96,1286.75,0
30.15,66.26,21.48,163.29,0
31.63,50.22,16.43,931.7,0
25.77,35.7,3.94,1717.0,4
29.62,84.64,12.79,1593.42,4
36.28,37.64,20.54,423.24,1
24.94,64.26,8.48,1481.39,0
33.02,44.17,8.51,1007.66,0
39.92,65.42,15.52,271.27,1
26.44,50.54,11.92,1888.97,4
31.95,31.35,13.63,1691.64,4
34.26,78.08,11.72,1601.82,4
34.51,51.54,4.53,359.42,3
36.35,50.54,12.18,1247.26,0
20.31,83.63,16.59,1208.16,0
31.16,48.03,22.57,220.74,0
26.36,33.23,19.05,1585.29,4
34.05,64.18,3.08,646.06,3
38.47,78.12,5.57,1372.6,0
31.77,62.83,3.51,1157.85,0
26.96,30.3,8.5,1972.97,4
38.67,59.18,19.86,1019.44,0
30.41,49.71,4.15,404.21,3
36.15,33.75,21.46,1352.68,0
38.18,39.02,6.44,1789.4,4
24.33,48.48,22.05,543.9,0
22.11,59.55,21.25,1495.72,0
35.39,79.35,12.37,625.12,0
37.65,57.6,6.39,1314.69,0
33.9,71.07,18.59,478.64,0
21.02,48.4,16.09,233.58,0
27.96,55.77,24.69,1958.6,4
35.04,69.75,7.75,1937.75,4
25.67,74.01,23.09,756.86,0
25.1,76.22,14.04,105.87,2
35.95,77.79,11.95,64.31,0
27.68,44.07,24.88,1209.47,0
24.1,38.98,17.58,918.81,0
22.37,40.48,11.62,244.61,0
22.55,35.28,17.85,1156.73,0
39.54,54.11,14.22,608.83,1
22.33,65.25,11.95,574.87,0
23.06,63.83,23.94,1514.64,4
31.25,42.81,3.83,1307.21,0
30.76,74.61,23.84,1614.12,4
38.77,52.46,8.83,932.1,1
29.74,35.06,7.3,138.26,0
34.73,36.15,18.79,1342.6,0
39.47,40.28,11.28,925.4,1
34.85,79.42,17.87,133.94,2
35.88,33.59,8.61,1989.63,4
36.4,65.5,16.22,1866.72,4
24.01,77.19,21.33,1615.5,4
27.25,73.92,10.35,756.09,0
35.25,41.08,7.58,194.45,1
35.04,45.88,10.23,1721.45,4
27.76,37.71,20.53,1330.68,0
33.58,34.77,16.43,1004.69,0
26.24,80.83,8.58,989.29,2
36.14,38.35,15.75,513.44,1
33.49,65.38,4.4,1202.89,0
38.96,62.23,12.07,748.35,1
22.06,83.96,18.33,621.91,2
25.68,40.5,14.28,194.96,0
37.31,46.5,8.56,891.7,1
30.17,66.46,3.24,1184.41,0
34.68,66.36,23.18,1307.24,0
21.08,62.2,21.94,1633.47,4
34.84,69.71,5.41,1265.93,0
28.93,71.7,9.96,1658.45,4
27.01,64.62,3.68,1698.43,4
21.63,36.58,17.64,81.27,0
37.86,40.14,23.55,1927.39,4
27.52,62.4,20.93,1058.41,0
26.13,45.55,12.16,877.54,0
31.67,73.53,6.81,1755.57,4
29.1,70.54,16.84,1754.4,4
34.73,72.31,24.02,489.9,0
36.99,70.61,6.74,1078.02,0
38.26,65.53,4.41,1554.38,4
30.12,45.57,10.49,1503.8,4
27.72,69.69,19.21,554.47,0
32.38,31.43,12.13,894.73,0
35.91,55.23,6.13,927.46,1
23.09,45.65,19.19,530.15,0
36.96,81.91,9.05,1249.07,0
38.46,60.74,17.03,1770.84,4
20.17,65.44,20.75,1049.12,0
24.81,48.28,19.23,849.36,0
39.73,61.62,13.98,826.14,1
20.28,40.93,17.81,1436.52,0
29.91,56.7,8.19,1857.78,4
37.42,33.85,19.67,769.21,1
30.63,66.46,20.89,1006.96,0
38.74,50.31,16.3,1474.55,0
21.8,40.6,8.57,732.96,0
25.35,54.84,10.3,934.72,0
38.86,38.72,8.86,361.73,1
25.76,65.08,13.61,1888.89,4
34.18,31.91,14.22,157.04,0
31.88,69.58,4.67,1157.97,0
28.45,70.31,20.96,651.74,0
33.94,48.13,4.53,810.73,3
27.14,53.49,20.98,1505.58,4
32.97,83.83,4.2,232.75,0
38.77,32.91,24.55,260.7,1
25.95,45.85,24.26,1586.56,4
25.37,36.85,18.3,1951.04,4
35.72,82.43,5.23,710.64,0
24.45,31.5,7.39,1168.77,0
39.81,43.48,11.87,871.16,1
25.25,73.85,24.59,1597.22,4
26.13,69.62,12.25,200.61,0
26.26,71.66,21.34,717.92,0
32.14,63.51,22.6,1506.64,4
31.27,63.45,22.27,1284.08,0
38.12,83.35,23.17,1987.43,4
38.25,33.42,11.26,195.16,1
32.06,38.29,20.37,1065.25,0
27.54,39.73,16.74,1665.27,4
25.69,72.78,24.61,1411.0,0
36.55,72.85,4.17,1873.34,4
35.07,40.83,22.42,1237.23,0
22.44,56.08,16.14,1595.49,4
28.35,65.82,10.53,1794.97,4
28.79,43.11,22.82,1360.97,0
28.17,78.9,21.13,105.35,2
21.87,83.35,15.97,693.86,2
39.88,72.16,10.91,1236.47,0
39.46,67.15,7.4,440.8,1
37.02,37.03,17.67,220.14,1
29.05,76.83,22.66,455.01,2
34.12,49.01,3.48,1099.39,0
22.8,76.82,19.29,1703.21,4
39.16,66.41,13.78,1562.49,4
28.48,46.32,6.77,1109.93,0
36.47,42.38,23.79,668.33,1
35.44,53.83,21.34,32.03,1
33.18,61.97,15.45,472.0,0
27.35,78.59,22.94,1065.27,0
22.25,36.7,18.51,1879.08,4
21.92,83.27,22.08,732.71,2
26.63,76.63,14.87,378.42,2
30.13,58.08,3.1,878.69,3
26.92,35.85,21.51,780.69,0
24.72,56.97,21.44,238.82,0
34.32,40.7,7.5,959.17,0
36.98,41.34,5.92,1798.18,4
32.65,75.36,23.15,71.33,2
20.17,45.08,23.47,181.71,0
36.02,81.9,20.79,1411.71,0
34.83,43.59,12.69,603.44,0
21.47,39.19,6.74,476.43,0
24.95,32.25,13.55,1631.04,4
22.55,75.84,19.35,61.08,2
25.14,60.25,4.92,1224.04,0
30.2,40.7,15.75,787.5,0
39.76,64.11,15.91,259.81,1
28.39,76.95,5.18,635.77,2
38.97,37.76,18.24,1616.82,4
21.41,36.95,16.08,1009.91,0
26.5,33.69,9.62,1719.69,4
31.22,56.75,24.74,455.2,0
34.87,38.58,12.76,1374.53,0
35.59,44.11,8.76,855.43,1
39.6,81.32,22.16,1804.46,4
31.09,78.53,17.36,1029.91,0
33.79,62.69,10.24,1270.9,0
31.9,64.77,22.18,499.3,0
37.2,57.84,22.57,1372.05,0
21.01,34.0,7.55,712.0,0
26.29,39.84,4.93,181.05,3
38.61,80.26,7.51,749.96,0
31.62,76.44,19.08,1828.39,4
23.76,42.61,21.86,206.33,0
38.19,74.3,8.42,318.22,1
26.83,84.0,11.88,1980.32,4
36.55,39.32,12.18,864.73,1
36.07,31.25,6.24,233.89,1
20.22,59.59,13.8,807.53,0
38.16,50.59,16.88,709.06,1
26.51,60.37,6.48,170.59,0
35.72,75.15,5.22,151.6,0
38.43,53.74,22.22,1485.04,0
26.41,32.61,3.78,1043.35,0
25.48,36.28,10.63,123.51,0
28.4,37.45,7.65,1210.71,0
24.88,78.82,14.86,1937.8,4
22.88,37.37,20.74,245.64,0
28.65,71.0,12.3,1267.99,0
32.26,54.57,24.75,728.08,0
38.96,68.75,6.5,567.11,1
25.1,35.37,4.3,487.53,3
37.69,33.7,22.89,1325.35,0
26.31,79.14,9.36,1963.76,4
38.09,43.91,12.26,1248.0,0
35.5,54.02,11.26,1540.9,4
37.55,35.9,24.46,1675.88,4
28.21,51.72,15.65,951.11,0
32.21,32.85,18.55,1677.36,4
26.3,47.42,7.79,848.99,0
29.82,83.0,12.94,1221.72,0
29.75,83.44,6.95,1176.1,0
34.76,83.22,22.71,1021.25,0
30.55,32.36,23.37,1359.83,0
30.83,47.72,15.89,1493.62,0
31.9,33.44,9.51,1739.97,4
33.2,37.02,9.62,1623.46,4
31.15,55.34,21.05,1274.79,0
38.58,41.09,15.43,930.13,1
27.31,55.97,11.68,527.31,0
20.96,61.82,12.3,1213.35,0
31.77,46.1,16.84,534.97,0
31.68,59.89,19.49,129.75,0
30.65,42.79,13.31,1838.09,4
21.39,72.29,18.71,883.33,0
25.94,80.45,10.68,360.31,2
38.44,75.98,4.15,332.85,0
35.05,57.35,19.54,257.55,1
26.14,31.93,11.38,1888.4,4
23.39,79.31,13.16,1142.0,0
20.45,80.95,8.45,1466.1,0
28.73,40.91,11.35,297.47,0
34.22,65.73,16.41,1079.72,0
29.22,54.78,15.1,1023.59,0
37.51,30.66,17.58,1167.48,0
39.81,55.1,24.35,1496.42,0
31.11,53.22,23.33,1846.93,4
25.2,32.27,19.85,1680.56,4
29.76,44.98,8.13,917.78,0
27.28,72.27,17.48,462.07,0
35.68,56.26,3.94,1597.2,4
38.03,57.29,15.16,499.76,1
31.49,51.6,23.96,1247.95,0
35.73,36.43,17.61,1512.79,4
23.53,70.06,15.8,55.14,0
38.82,62.82,3.16,870.41,0
25.93,37.9,7.57,352.61,0
30.89,63.88,21.91,1864.33,4
23.02,78.75,24.39,256.53,2
35.61,82.66,8.12,1539.9,4
22.42,76.55,3.86,102.59,0
38.22,35.46,8.96,1335.99,0
28.21,64.25,9.15,137.64,0
23.99,79.51,9.41,1509.85,4
33.87,48.1,15.8,227.47,0
31.09,45.59,24.35,825.9,0
23.21,63.26,4.15,604.36,3
24.95,77.87,20.1,1671.88,4
35.91,83.46,3.49,1997.56,4
34.54,34.45,23.62,889.8,0
37.69,58.19,24.49,418.39,1
20.25,72.35,4.75,1822.15,4
34.81,52.9,19.0,770.78,0
31.64,62.82,7.37,1629.14,4
32.99,66.51,15.63,582.8,0
23.77,45.78,17.55,1613.22,4
31.64,76.95,13.59,1381.17,0
32.89,43.59,21.35,1204.47,0
27.58,79.33,20.0,614.23,2
29.57,71.06,24.68,1595.48,4
39.67,72.71,10.52,350.75,1
38.15,59.09,10.65,1964.25,4
36.31,52.99,16.26,320.14,1
39.56,41.61,12.42,614.03,1
32.08,82.88,14.98,1076.78,0
32.59,30.91,21.39,717.16,0
39.62,47.58,16.91,1235.52,0
28.76,79.67,3.39,1287.19,0
26.79,80.67,16.29,313.59,2
24.04,84.47,21.93,321.9,2
32.76,73.07,5.24,115.72,0
27.21,72.39,19.26,520.62,0
31.36,75.27,17.98,1042.91,0
23.29,77.56,3.28,553.2,0
38.36,54.84,24.47,1133.17,0
35.7,36.35,20.9,962.92,1
35.0,76.93,17.74,160.09,2
24.83,69.54,13.61,1347.22,0
23.4,50.38,19.0,1360.64,0
25.01,54.95,14.16,1285.13,0
28.49,56.12,4.81,694.22,3
20.23,82.69,23.59,1210.72,0
28.62,63.43,3.1,1806.92,4
30.07,36.45,24.83,954.47,0
34.37,46.3,8.25,1723.52,4
32.74,71.27,21.11,973.51,0
24.79,40.35,18.62,161.03,0
34.67,65.24,15.69,1473.98,0
37.01,37.36,19.92,1800.42,4
33.31,49.49,22.29,167.64,0
22.78,64.15,4.41,1122.64,0
24.76,42.4,22.0,827.92,0
25.01,52.49,4.61,1847.52,4
34.61,72.69,14.82,1947.81,4
38.46,42.33,18.06,308.45,1
30.07,80.56,14.44,319.81,2
29.81,50.65,17.06,405.38,0
39.19,56.58,19.38,183.3,1
37.9,35.26,18.42,592.18,1
35.76,80.08,17.66,642.91,0
38.75,38.57,3.83,1696.8,4
34.9,49.62,9.94,106.91,0
22.82,48.13,20.22,1939.91,4
23.08,73.85,15.46,1697.38,4
23.16,55.49,18.64,1388.46,0
27.04,77.54,21.16,1963.85,4
23.32,35.3,24.38,1884.23,4
33.21,50.47,22.73,1591.11,4
20.76,35.82,6.94,176.72,0
30.74,51.91,7.27,1271.01,0
33.47,59.13,19.42,1225.89,0
33.91,81.35,18.12,1566.61,4
26.84,81.55,13.51,1985.67,4
23.91,38.65,14.62,40.33,0
36.64,34.32,10.51,1633.64,4
34.48,55.68,20.03,968.54,0
21.99,55.42,11.31,1874.82,4
37.91,71.29,18.89,625.34,1
35.2,68.44,7.51,1283.32,0
33.5,41.63,11.94,1705.7,4
29.7,51.03,4.78,956.1,3
37.59,69.17,12.67,1098.66,0
21.47,49.15,4.33,160.15,3
30.32,57.21,12.56,424.45,0
34.1,78.53,10.65,1153.17,0
34.75,70.23,5.15,150.41,0
23.08,37.38,4.5,0.05,3
37.47,60.28,13.37,1455.81,0
29.71,70.45,15.65,1453.13,0
39.32,38.15,5.13,758.02,1
38.31,33.83,11.11,1212.49,0
24.39,45.08,4.77,1179.16,0
28.6,40.71,3.11,1310.73,0
29.82,72.79,17.01,304.07,0
23.95,59.09,23.56,1416.1,0
32.61,45.92,17.22,165.26,0
23.22,71.18,5.34,863.11,0
23.57,72.2,9.93,136.61,0
33.2,52.41,13.2,1011.84,0
25.82,33.56,8.43,1943.23,4
20.3,54.09,15.34,798.1,0
39.94,31.34,8.36,900.02,1
24.95,64.69,11.54,340.85,0
35.81,40.01,24.19,954.45,1
29.98,55.71,5.48,713.18,0
31.24,69.84,4.61,580.89,3
22.44,31.69,19.47,342.39,0
25.73,41.04,20.26,1576.66,4
26.24,60.98,8.28,229.17,0
25.64,39.01,7.11,402.05,0
31.71,81.74,16.65,452.72,2
23.64,75.77,18.07,127.77,2
34.5,73.56,14.08,1511.31,4
32.74,65.36,12.68,1113.72,0
35.89,50.32,23.23,461.36,1
34.7,54.16,23.55,1918.01,4
34.42,41.03,22.82,1987.74,4
37.84,35.4,22.26,825.12,1
24.54,32.04,23.39,1615.4,4
30.47,47.35,9.16,203.08,0
20.75,66.95,24.52,1205.37,0
39.87,69.24,4.85,802.22,0
27.13,80.88,9.34,491.72,2
23.26,65.56,9.73,1483.88,0
20.59,39.24,15.34,280.14,0
20.05,69.53,13.04,783.4,0
38.43,70.75,18.83,1038.05,0
38.13,46.07,22.91,641.96,1
22.81,34.5,24.5,1003.11,0
36.45,82.72,6.35,683.16,0
26.44,54.27,21.3,1543.23,4
23.9,76.24,5.92,81.84,2
29.41,60.45,8.84,714.45,0
30.32,83.89,23.18,1242.24,0
35.82,67.71,12.39,1392.66,0
25.85,74.89,4.84,1036.17,0
34.14,46.86,7.11,113.81,0
20.63,59.2,17.27,1803.45,4
25.67,53.85,21.75,1456.5,0
37.04,73.23,8.47,1647.04,4
24.01,36.31,11.2,1625.9,4
31.28,40.67,10.34,492.85,0
35.56,62.1,22.51,1250.14,0
33.51,60.45,15.43,1316.34,0
30.97,65.49,19.7,1088.34,0
31.46,68.09,7.74,1022.6,0
20.2,30.29,6.53,241.52,0
36.26,73.45,20.42,1961.03,4
39.09,65.29,20.18,1869.47,4
35.91,61.76,3.8,577.69,0
21.24,39.27,5.14,1815.98,4
25.26,60.12,20.08,1888.73,4
24.74,83.41,23.07,1178.46,0
29.95,54.41,20.96,1376.85,0
27.89,56.59,16.59,1411.41,0
36.39,77.51,6.79,1484.89,0
36.4,74.65,16.51,1469.26,0
36.42,79.98,3.58,777.79,0
32.08,81.32,5.87,1333.19,0
21.32,67.97,21.94,922.69,0
26.11,71.62,12.39,136.48,0
39.26,76.85,14.14,840.38,0
21.75,62.86,9.22,1182.76,0
39.07,65.02,19.5,1608.91,4
21.59,68.66,15.37,895.42,0
38.12,77.66,4.68,1751.57,4
31.94,46.6,12.93,1691.65,4
24.77,59.77,24.86,1230.89,0
22.08,43.31,18.2,1697.26,4
20.21,71.58,14.63,607.29,0
31.89,82.46,10.92,598.0,2
24.76,36.51,20.95,890.92,0
33.41,80.47,11.47,358.13,2
20.43,66.25,19.67,76.12,0
31.44,71.63,8.08,609.23,0
27.12,80.99,10.98,179.6,2
32.95,54.2,16.48,687.64,0
28.82,47.33,14.07,466.61,0
21.37,47.21,21.49,1406.03,0
30.81,83.9,4.89,837.45,0
32.57,66.29,3.87,1093.03,0
24.77,39.8,4.03,1930.7,4
32.39,40.67,19.36,883.28,0
35.71,49.29,7.02,1575.34,4
37.22,46.31,5.43,205.53,1
29.63,84.38,21.91,966.05,2
27.58,47.95,13.81,828.32,0
37.32,76.17,3.28,1685.79,4
31.63,59.03,9.85,1201.27,0
37.96,74.31,10.32,1335.04,0
35.74,35.61,12.65,212.0,1
39.04,77.27,9.35,1553.88,4
39.62,32.58,15.61,1425.31,0
28.38,67.62,16.53,392.28,0
34.5,59.28,16.39,1722.32,4
21.48,42.52,7.94,1513.57,4
22.66,76.51,6.65,473.07,2
24.54,46.94,15.94,1241.79,0
32.29,46.03,6.42,937.04,0
38.62,34.66,15.45,529.47,1
36.31,56.06,15.0,470.55,1
34.24,35.52,5.37,263.81,0
23.48,41.97,18.68,11.22,0
35.13,71.1,17.41,518.8,1
25.92,68.0,11.65,792.34,0
20.12,54.54,9.22,14.11,0
33.04,81.87,18.76,532.58,2
30.99,30.57,22.55,828.08,0
39.16,58.06,17.22,1981.4,4
39.63,75.81,23.86,1836.05,4
26.86,69.33,8.23,38.56,0
20.53,63.38,9.09,442.58,0
34.2,64.5,11.54,1453.62,0
34.17,51.59,12.23,909.47,0
33.58,76.31,17.59,1638.25,4
27.37,71.44,15.75,1258.79,0
31.63,73.54,9.49,1938.5,4
32.03,50.02,16.57,308.1,0
24.73,81.75,13.92,441.24,2
34.75,75.58,11.62,1130.03,0
38.99,35.99,24.06,1178.24,0
31.81,46.07,10.03,1673.96,4
39.36,31.18,15.59,550.26,1
39.99,83.24,9.33,354.77,0
39.55,75.77,24.55,49.65,0
37.01,59.95,6.48,423.31,1
37.74,32.63,15.49,420.83,1
34.0,46.16,7.96,1419.62,0
31.85,65.35,8.17,1310.59,0
39.9,33.88,11.29,719.54,1
34.61,69.41,22.04,581.31,0
23.78,35.82,9.44,1611.56,4
36.8,69.05,7.85,1410.93,0
24.91,31.48,23.97,1959.73,4
29.97,59.41,18.81,1839.73,4
22.61,56.0,4.53,765.84,3
31.01,74.96,21.82,174.26,0
36.09,82.56,4.94,277.11,0
27.21,58.04,23.13,833.05,0
37.33,71.56,21.72,766.45,1
26.72,52.73,5.9,586.26,0
39.41,76.71,19.34,1039.23,0
35.76,66.98,8.46,1439.1,0
28.57,42.43,11.25,777.71,0
30.61,67.43,14.04,1089.61,0
26.28,31.51,16.5,413.99,0
30.06,44.45,3.36,632.18,3
33.12,75.59,22.55,604.34,2
37.45,36.54,17.19,1385.88,0
34.29,65.25,21.75,376.24,0
20.04,60.85,9.67,654.27,0
35.11,81.8,24.31,338.73,0
31.62,78.83,24.4,47.94,2
34.3,83.03,13.83,1291.73,0
24.87,62.17,24.01,551.19,0
31.18,46.4,18.61,375.35,0
22.78,64.62,16.93,1982.53,4
30.51,35.14,10.17,1704.56,4
38.79,31.37,3.55,380.38,0
21.49,48.88,4.41,1476.87,0
26.15,69.95,18.23,397.75,0
37.89,74.55,7.11,379.99,1
30.78,84.42,15.08,1702.39,4
25.01,79.4,16.06,3.92,2
25.05,77.77,14.62,1709.89,4
26.26,71.45,22.82,1906.65,4
24.65,30.6,11.03,1927.62,4
37.92,30.69,15.16,1060.22,0
38.57,77.08,23.84,133.27,0
38.53,53.97,22.38,60.44,1
39.29,72.42,4.43,585.61,0
38.74,79.25,3.14,177.04,0
32.11,77.33,15.35,687.32,2
33.64,70.25,4.2,994.09,3
20.56,83.02,21.31,1484.72,0
26.11,55.05,9.88,281.02,0
23.61,37.14,16.43,906.04,0
36.84,51.69,22.14,1954.12,4
24.17,33.22,23.91,748.36,0
24.57,39.58,23.01,492.79,0
34.01,55.72,3.1,1981.14,4
22.01,75.39,10.6,57.1,2
25.21,39.94,24.01,488.76,0
25.4,64.47,13.1,948.28,0
36.45,41.55,18.92,1359.47,0
29.98,64.07,15.92,1999.91,4
27.35,44.96,4.53,1808.56,4
36.98,82.06,20.23,1343.41,0
37.8,84.04,9.57,752.84,0
30.07,38.21,4.1,335.62,3
22.54,62.5,9.4,976.86,0
22.28,47.91,8.95,812.7,0
36.88,42.86,8.62,1874.71,4
30.41,74.55,20.53,817.95,0
32.27,76.82,5.05,627.08,2
26.61,46.42,22.15,384.12,0
28.52,33.17,21.9,678.1,0
23.4,49.32,4.27,1102.47,0
29.79,74.8,7.56,1309.45,0
34.42,53.4,17.81,1515.08,4
22.61,59.14,23.21,1565.54,4
39.71,51.04,10.19,1291.07,0
23.65,81.93,6.1,1054.24,0
31.8,39.0,10.38,1120.35,0
37.72,72.97,4.08,1978.31,4
29.31,77.51,11.86,1228.62,0
34.95,78.96,24.17,40.2,2
23.13,79.94,5.04,1709.77,4
23.98,33.7,11.46,1479.87,0
37.89,81.48,12.5,1208.91,0
24.88,53.02,20.58,2.62,0
33.77,59.63,12.67,1637.77,4
23.64,50.05,24.67,61.3,0
21.98,44.68,17.94,1233.52,0
24.49,74.75,10.76,301.02,0
22.08,76.49,10.3,145.99,2
30.54,47.79,12.24,464.75,0
33.23,56.94,18.29,416.14,0
27.21,62.18,18.15,905.45,0
34.35,84.11,17.02,652.85,2
20.61,83.86,8.58,324.37,2
23.58,43.42,7.27,1881.12,4
27.41,83.44,10.64,847.72,2
22.55,72.91,24.1,148.57,0
30.69,36.46,12.1,1854.1,4
23.61,34.29,17.47,1801.8,4
38.22,60.85,7.99,1648.48,4
34.09,39.54,19.96,1101.36,0
36.55,43.54,19.11,794.64,1
29.49,80.56,10.96,1073.73,0
21.25,41.56,9.86,1592.9,4
29.74,80.24,21.12,732.77,2
29.67,51.83,17.22,591.67,0
28.23,52.5,11.61,209.57,0
38.81,42.51,5.63,1140.88,0
28.06,39.03,10.31,669.02,0
36.0,77.73,23.0,1271.21,0
32.21,83.78,9.7,1122.5,0
33.43,43.8,7.91,41.23,0
22.47,66.09,13.47,90.72,0
21.78,78.08,12.05,1611.68,4
23.93,79.25,14.57,673.22,2
34.66,61.58,4.76,613.83,3
25.86,67.08,23.74,611.58,0
37.57,57.03,11.56,1656.94,4
27.45,72.96,9.07,526.13,0
31.4,75.12,24.95,623.67,2
37.84,38.42,4.79,155.44,0
36.69,48.81,5.98,1833.08,4
31.24,32.86,6.74,477.97,0
36.02,78.23,11.98,911.11,0
26.11,44.36,20.27,1347.61,0
21.73,31.74,5.11,49.29,0
34.32,34.81,3.28,1429.54,0
20.79,34.42,14.77,1350.25,0
25.99,60.46,13.4,1055.55,0
35.41,62.39,18.68,1781.51,4
21.91,79.89,5.12,251.07,2
22.83,31.33,20.85,1388.15,0
22.67,39.16,5.87,1861.97,4
24.77,48.61,14.22,914.37,0
26.78,49.71,15.72,1613.99,4
35.48,49.13,21.97,595.34,1
31.28,39.9,3.95,1977.81,4
26.39,83.61,8.74,1941.65,4
21.8,81.48,24.8,586.12,2
21.71,61.54,7.86,1526.65,4
32.28,81.07,10.38,421.62,2
37.21,55.71,23.9,1900.19,4
24.9,44.06,6.11,1678.45,4
37.96,53.67,8.04,4.09,1
30.73,36.47,17.18,1627.07,4
28.89,45.52,5.17,1679.55,4
28.85,31.44,4.11,180.21,3
39.08,68.33,22.62,188.74,1
33.58,47.35,10.69,1050.85,0
27.81,55.44,9.89,1370.4,0
24.16,81.77,18.09,1552.6,4
28.21,35.12,9.99,1688.8,4
23.53,73.1,15.52,1978.63,4
38.03,80.02,14.62,710.67,0
30.62,66.65,23.13,1938.12,4
29.15,30.22,15.69,1732.3,4
26.6,43.83,7.04,1944.77,4
36.28,39.74,19.13,1872.4,4
32.07,33.49,22.07,66.26,0
27.52,36.85,10.47,923.54,0
21.18,80.66,18.65,866.65,2
34.5,76.59,11.77,1178.41,0
34.74,42.02,18.58,368.7,0
